iter	Passed	Remaining
148	21676	123802
149	21839	123756
150	21994	123664
151	22170	123687
152	22315	123538
153	22474	123464
154	22626	123352
155	22749	123083
156	22906	122996
157	23021	122686
158	23168	122546
159	23342	122545
160	23541	122679
161	23714	122670
162	23825	122342
163	23957	122123
164	24112	122024
165	24262	121898
166	24382	121618
167	24525	121460
168	24663	121275
169	24800	121083
170	24928	120852
171	25070	120688
172	25242	120670
173	25384	120501
174	25545	120427
175	25702	120333
176	25851	120203
177	26000	120071
178	26106	119738
179	26252	119596
180	26445	119661
181	26624	119664
182	26784	119579
183	26951	119521
184	27096	119371
185	27213	119095
186	27292	118658
187	27435	118496
188	27608	118466
189	27786	118456
190	27927	118289
191	28022	117926
192	28185	117851
193	28329	117698
194	28507	117684
195	28672	117617
196	28814	117450
197	28983	117399
198	29174	117429
199	29355	117423
200	29532	117395
201	29742	117499
202	29883	117327
203	30020	117140
204	30157	116952
205	30305	116808
206	30399	116458
207	30563	116376
208	30709	116224
209	30869	116128
210	30996	115908
211	31138	115741
212	31291	115615
213	31413	115378
214	31552	115202
215	31689	115020
216	31816	114804
217	31972	114688
218	32049	114295
219	32228	114266
220	32422	114286
221	32569	114139
222	32694	113916
223	32883	113917
224	33038	113799
225	33205	113720
226	33316	113450
227	33481	113367
228	33638	113255
229	33786	113111
230	33929	112952
231	34076	112804
232	34180	112518
233	34334	112395
234	34497	112300
235	34663	112214
236	34819	112099
237	34956	111918
238	35093	111742
239	35270	111691
240	35446	111633
241	35570	111415
242	35728	111302
243	35869	111135
244	35987	110899
245	36099	110647
246	36238	110477
247	36373	110295
248	36550	110237
249	36740	110222
250	36900	110114
251	37028	109909
252	37188	109802
253	37283	109500
254	37395	109252
255	37533	109081
256	37671	108911
257	37794	108697
258	37931	108521
259	38081	108386
260	38250	108303
261	38395	108151
262	38510	107917
263	38646	107740
264	38768	107528
265	38928	107419
266	39023	107131
267	39186	107031
268	39318	106847
269	39482	106749
270	39619	106578
271	39783	106480
272	39932	106340
273	40099	106249
274	40257	106134
275	40383	105933
276	40509	105733
277	40644	105558
278	40808	105458
279	40949	105298
280	41095	105151
281	41225	104963
282	41350	104765
283	41451	104503
284	41623	104424
285	41760	104254
286	41900	104093
287	42051	103960
288	42190	103797
289	42348	103680
290	42525	103611
291	42676	103475
292	42861	103422
293	43019	103305
294	43175	103183
295	43312	103014
296	43440	102824
297	43548	102586
298	43677	102401
299	43856	102332
300	43980	102133
301	44137	102012
302	44301	101907
303	44520	101929
304	44678	101808
305	44832	101678
306	44998	101575
307	45152	101447
308	45324	101356
309	45461	101189
310	45613	101054
311	45782	100955
312	45917	100782
313	46083	100678
314	46261	100600
315	46377	100385
316	46532	100258
317	46662	100075
318	46790	99888
319	46951	99771
320	47100	99630
321	47212	99411
322	47371	99289
323	47505	99115
324	47678	99024
325	47850	98929
326	47957	98700
327	48102	98551
328	48200	98306
329	48294	98053
330	48407	97838
331	48569	97723
332	48723	97593
333	48887	97481
334	49070	97407
335	49254	97335
336	49399	97186
337	49547	97042
338	49732	96970
339	49868	96804
340	49979	96587
341	50123	96435
342	50305	96357
343	50440	96188
344	50620	96105
345	50769	95962
346	50943	95867
347	51093	95727
348	51265	95627
349	51439	95530
350	51542	95302
351	51683	95145
352	51841	95018
353	52030	94949
354	52184	94814
355	52363	94725
356	52465	94496
357	52626	94374
358	52749	94185
359	52841	93941
360	53009	93830
361	53176	93719
362	53341	93605
363	53525	93522
364	53693	93411
365	53872	93319
366	54033	93196
367	54161	93016
368	54263	92791
369	54408	92640
370	54496	92394
371	54641	92243
372	54793	92106
373	54993	92047
374	55168	91947
375	55345	91850
376	55462	91652
377	55630	91540
378	55791	91415
379	55953	91292
380	56116	91171
381	56264	91024
382	56416	90884
383	56576	90757
384	56706	90582
385	56893	90499
386	57051	90368
387	57175	90184
388	57263	89943
389	57406	89790
390	57588	89696
391	57719	89524
392	57875	89390
393	58062	89304
394	58216	89167
395	58380	89045
396	58570	88962
397	58735	88841
398	58918	88746
399	59060	88590
400	59236	88485
401	59430	88406
402	59612	88309
403	59714	88093
404	59860	87943
405	59956	87719
406	60125	87603
407	60330	87538
408	60476	87387
409	60640	87263
410	60742	87049
411	60879	86886
412	60977	86668
413	61069	86441
414	61243	86330
415	61420	86225
416	61517	86007
417	61713	85925
418	61812	85710
419	61905	85488
420	62008	85279
421	62187	85175
422	62281	84955
423	62446	84832
424	62570	84654
425	62743	84542
426	62936	84455
427	63111	84344
428	63287	84235
429	63432	84084
430	63566	83919
431	63666	83709
432	63783	83522
433	63938	83385
434	64059	83204
435	64211	83063
436	64364	82922
437	64535	82805
438	64724	82711
439	64875	82569
440	65015	82411
441	65180	82287
442	65340	82155
443	65522	82050
444	65670	81903
445	65827	81768
446	65956	81597
447	66127	81477
448	66258	81311
449	66413	81172
450	66503	80954
451	66677	80839
452	66834	80702
453	67002	80579
454	67119	80396
455	67275	80258
456	67454	80148
457	67627	80030
458	67807	79921
459	68006	79834
460	68196	79735
461	68351	79595
462	68509	79459
463	68629	79278
464	68808	79167
465	68930	78989
466	69087	78851
467	69228	78696
468	69368	78539
469	69531	78408
470	69700	78283
471	69858	78147
472	69953	77939
473	70044	77728
474	70182	77569
475	70331	77424
476	70435	77228
477	70613	77113
478	70822	77032
479	70935	76846
480	71125	76744
481	71289	76614
482	71461	76491
483	71642	76379
484	71754	76193
485	71940	76085
486	72089	75937
487	72273	75828
488	72410	75667
489	72579	75541
490	72736	75402
491	72908	75279
492	73071	75146
493	73253	75033
494	73388	74870
495	73515	74701
496	73607	74496
497	73798	74390
498	74086	74383
499	74263	74263
500	74463	74165
501	74727	74132
502	74853	73960
503	75068	73876
504	75251	73761
505	75445	73656
506	75580	73493
507	75757	73371
508	75949	73263
509	76092	73108
510	76209	72927
511	76347	72768
512	76448	72573
513	76615	72441
514	76740	72270
515	76874	72107
516	77065	71997
517	77226	71859
518	77447	71777
519	77619	71648
520	77760	71491
521	77873	71309
522	78033	71170
523	78196	71033
524	78330	70870
525	78530	70766
526	78690	70627
527	78847	70485
528	79005	70343
529	79178	70215
530	79332	70069
531	79454	69895
532	79583	69729
533	79797	69635
534	80019	69549
535	80201	69428
536	80363	69288
537	80522	69147
538	80711	69031
539	80883	68901
540	81053	68768
541	81193	68610
542	81333	68452
543	81524	68336
544	81680	68191
545	81822	68035
546	81949	67866
547	82118	67732
548	82288	67599
549	82388	67408
550	82566	67281
551	82738	67150
552	82841	66961
553	83031	66845
554	83219	66725
555	83315	66532
556	83502	66412
557	83673	66279
558	83864	66161
559	84038	66030
560	84195	65885
561	84356	65743
562	84509	65595
563	84698	65476
564	84872	65344
565	85039	65206
566	85208	65070
567	85372	64930
568	85554	64804
569	85695	64647
570	85832	64486
571	86000	64350
572	86172	64216
573	86331	64072
574	86510	63942
575	86660	63791
576	86841	63663
577	86959	63489
578	87126	63350
579	87263	63190
580	87458	63072
581	87639	62944
582	87822	62816
583	87962	62658
584	88142	62528
585	88259	62353
586	88410	62203
587	88570	62059
588	88717	61906
589	88897	61776
590	89069	61640
591	89270	61524
592	89437	61384
593	89613	61250
594	89778	61110
595	89953	60975
596	90141	60849
597	90336	60728
598	90481	60572
599	90633	60422
600	90813	60290
601	90970	60143
602	91167	60022
603	91278	59845
604	91438	59699
605	91611	59562
606	91844	59464
607	92047	59346
608	92224	59211
609	92419	59087
610	92590	58949
611	92796	58832
612	92938	58673
613	93076	58514
614	93179	58331
615	93342	58187
616	93478	58026
617	93639	57880
618	93764	57712
619	93934	57572
620	94117	57440
621	94300	57307
622	94472	57168
623	94583	56992
624	94743	56845
625	94895	56694
626	95058	56550
627	95177	56379
628	95340	56234
629	95514	56095
630	95666	55944
631	95848	55810
632	96051	55688
633	96223	55548
634	96394	55407
635	96578	55274
636	96759	55139
637	96943	55005
638	97112	54863
639	97249	54702
640	97450	54578
641	97623	54438
642	97730	54260
643	97879	54107
644	98013	53945
645	98184	53803
646	98362	53665
647	98522	53518
648	98723	53392
649	98890	53248
650	99108	53131
651	99286	52993
652	99460	52852
653	99636	52712
654	99818	52575
655	100009	52444
656	100203	52313
657	100382	52174
658	100483	51995
659	100669	51860
660	100836	51715
661	100962	51548
662	101151	51414
663	101338	51279
664	101503	51133
665	101636	50970
666	101803	50825
667	101927	50658
668	102115	50523
669	102209	50341
670	102308	50163
671	102494	50027
672	102665	49883
673	102818	49731
674	102993	49589
675	103179	49452
676	103381	49323
677	103565	49185
678	103723	49035
679	103872	48880
680	104027	48729
681	104175	48574
682	104316	48416
683	104477	48267
684	104607	48104
685	104765	47953
686	104896	47791
687	105093	47658
688	105249	47507
689	105410	47358
690	105592	47218
691	105699	47045
692	105869	46900
693	105984	46730
694	106158	46587
695	106319	46438
696	106515	46304
697	106619	46130
698	106774	45978
699	106906	45817
700	107002	45640
701	107187	45501
702	107335	45346
703	107510	45203
704	107684	45059
705	107798	44890
706	107974	44747
707	108127	44594
708	108303	44451
709	108499	44316
710	108598	44142
711	108772	43997
712	108922	43843
713	109016	43667
714	109118	43494
715	109264	43339
716	109429	43191
717	109542	43023
718	109719	42880
719	109856	42721
720	109987	42561
721	110144	42410
722	110240	42235
723	110416	42092
724	110588	41947
725	110701	41780
726	110885	41639
727	111070	41498
728	111217	41344
729	111313	41170
730	111457	41015
731	111628	40869
732	111801	40724
733	111994	40586
734	112181	40446
735	112358	40302
736	112541	40160
737	112665	39997
738	112765	39826
739	112964	39690
740	113176	39558
741	113327	39404
742	113518	39265
743	113686	39117
744	113828	38961
745	113964	38802
746	114073	38635
747	114181	38467
748	114284	38298
749	114451	38150
750	114611	38000
751	114793	37857
752	114967	37711
753	115128	37561
754	115295	37413
755	115492	37275
756	115603	37109
757	115730	36948
758	115853	36786
759	116019	36637
760	116131	36472
761	116280	36318
762	116416	36160
763	116572	36009
764	116685	35844
765	116792	35678
766	116885	35507
767	117038	35355
768	117139	35187
769	117290	35034
770	117474	34891
771	117672	34753
772	117823	34600
773	118031	34464
774	118250	34330
775	118508	34208
776	118686	34063
777	118903	33928
778	119095	33787
779	119279	33642
780	119424	33487
781	119603	33342
782	119787	33197
783	119948	33046
784	120151	32907
785	120361	32770
786	120462	32602
787	120625	32452
788	120781	32300
789	120973	32157
790	121154	32011
791	121330	31864
792	121509	31718
793	121658	31563
794	121837	31417
795	121985	31262
796	122147	31111
797	122303	30959
798	122484	30812
799	122637	30659
800	122798	30507
801	123015	30370
802	123201	30225
803	123346	30069
804	123550	29928
805	123773	29791
806	123982	29651
807	124199	29512
808	124380	29365
809	124596	29226
810	124795	29083
811	125074	28958
812	125316	28824
813	125535	28685
814	125733	28540
815	125933	28396
816	126049	28233
817	126212	28081
818	126422	27939
819	126520	27772
820	126700	27624
821	126870	27473
822	127031	27320
823	127148	27157
824	127310	27005
825	127416	26840
826	127535	26679
827	127710	26529
828	127907	26383
829	128116	26240
830	128281	26088
831	128499	25947
832	128683	25798
833	128812	25638
834	129035	25498
835	129269	25359
836	129445	25208
837	129635	25060
838	129808	24909
839	130000	24761
840	130155	24607
841	130322	24454
842	130503	24304
843	130649	24148
844	130786	23990
845	130889	23826
846	131092	23680
847	131202	23517
848	131400	23370
849	131553	23215
850	131743	23066
851	131950	22921
852	132145	22773
853	132316	22620
854	132434	22459
855	132637	22312
856	132741	22149
857	132916	21997
858	133115	21850
859	133322	21703
860	133494	21551
861	133685	21402
862	133829	21245
863	134025	21096
864	134255	20953
865	134473	20807
866	134621	20651
867	134748	20491
868	134913	20337
869	135080	20184
870	135256	20032
871	135390	19873
872	135592	19725
873	135782	19575
874	135965	19423
875	136073	19261
876	136278	19113
877	136492	18965
878	136686	18815
879	136798	18654
880	137010	18506
881	137194	18354
882	137406	18206
883	137582	18053
884	137762	17901
885	137924	17746
886	138127	17596
887	138302	17443
888	138460	17288
889	138659	17137
890	138826	16983
891	139020	16832
892	139233	16683
893	139389	16527
894	139699	16389
895	139934	16242
896	140130	16090
897	140387	15946
898	140593	15795
899	140795	15643
900	141011	15494
901	141248	15346
902	141425	15191
903	141552	15032
904	141760	14880
905	141947	14727
906	142118	14572
907	142307	14418
908	142463	14262
909	142599	14103
910	142843	13955
911	143052	13803
912	143249	13650
913	143448	13497
914	143626	13342
915	143820	13188
916	144016	13035
917	144182	12879
918	144365	12724
919	144558	12570
920	144785	12419
921	144924	12260
922	145111	12105
923	145308	11951
924	145419	11790
925	145518	11628
926	145625	11467
927	145721	11306
928	145836	11145
929	145989	10988
930	146093	10827
931	146304	10674
932	146484	10519
933	146677	10364
934	146804	10205
935	147008	10051
936	147147	9893
937	147349	9739
938	147537	9584
939	147674	9426
940	147872	9271
941	147991	9112
942	148197	8957
943	148392	8802
944	148563	8646
945	148696	8487
946	148803	8327
947	148983	8172
948	149179	8017
949	149359	7861
950	149564	7706
951	149783	7552
952	149963	7395
953	150139	7239
954	150359	7084
955	150557	6929
956	150741	6773
957	150931	6617
958	151150	6462
959	151343	6305
960	151503	6148
961	151659	5990
962	151782	5831
963	151911	5673
964	152097	5516
965	152255	5358
966	152382	5200
967	152565	5043
968	152743	4886
969	152889	4728
970	153090	4572
971	153272	4415
972	153468	4258
973	153681	4102
974	153854	3944
975	153969	3786
976	154067	3626
977	154231	3469
978	154416	3312
979	154613	3155
980	154821	2998
981	155017	2841
982	155116	2682
983	155231	2524
984	155457	2367
985	155692	2210
986	155883	2053
987	155998	1894
988	156198	1737
989	156460	1580
990	156675	1422
991	156885	1265
992	157079	1107
993	157177	948
994	157373	790
995	157535	632
996	157697	474
997	157797	316
998	157904	158
999	158010	0
